Date,name,Scenario,Figure,Value,BusinessUnit,Factor
3/1/2021,Coal Mined (Mt),Actual,Year-To-Date,19.82292,Deep Earth Exploration Unit,1000000
3/1/2021,Coal Mined (Mt),Actual,Month,6.93024,Deep Earth Exploration Unit,1000000
3/1/2021,Coal Mined (Mt),Plan,Year-To-Date,20.379,Deep Earth Exploration Unit,1000000
4/1/2021,Coal Mined (Mt),Actual,Year-To-Date,7.36212,ACME,1000000
4/1/2021,Coal Mined (Mt),Actual,Month,1.686,ACME,1000000
4/1/2021,Coal Dry Mining (Mt),Plan,Month,0.43548,ACME,1000000
4/1/2021,Utility (%),Actual,Year-To-Date,51.03204,Deep Earth Exploration Unit,1
4/1/2021,Utility (%),Actual,Month,60.89508,Deep Earth Exploration Unit,1
4/1/2021,Utility (%),Plan,Year-To-Date,52.44036,Deep Earth Exploration Unit,1
4/1/2021,Utility (%),Plan,Month,66.7506,Deep Earth Exploration Unit,1
4/1/2021,Coal Mined (Mt),Plan,Year-To-Date,6.91908,ACME,1000000
4/1/2021,Coal Mined (Mt),Plan,Month,1.69512,ACME,1000000
4/1/2021,Yield (%),Actual,Year-To-Date,38.08776,Deep Earth Exploration Unit,1
4/1/2021,Yield (%),Actual,Month,36.71868,Deep Earth Exploration Unit,1
4/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
4/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
4/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,6.04848,Deep Earth Exploration Unit,1000000
4/1/2021,Coal Dry Mining (Mt),Actual,Month,1.64508,Deep Earth Exploration Unit,1000000
4/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,6.43332,Deep Earth Exploration Unit,1000000
4/1/2021,Coal Dry Mining (Mt),Plan,Month,1.60836,Deep Earth Exploration Unit,1000000
4/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,2.29128,ACME,1000000
4/1/2021,Coal Dry Mining (Mt),Actual,Month,0.62136,ACME,1000000
4/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,1.6602,ACME,1000000
4/1/2021,Drills per Hour (TOH),Actual,Month,31493.08824,Pacific Surface Mining Solutions,1
4/1/2021,Drills per Hour (TOH),Actual,Month,16120.28952,Geomining Innovations,1
4/1/2021,Drills per Hour (TOH),Actual,Month,214.77132,Deep Earth Exploration Unit,1
4/1/2021,Drills per Hour (TOH),Actual,Month,159.71316,ACME,1
4/1/2021,Drills per Hour (TOH),Actual,Month,50196.44004,Rock Solid Enterprises,1
4/1/2021,Drills per Hour (TOH),Actual,Month,4990.11312,Core Extraction Systems,1
4/1/2021,Drills per Hour (TOH),Actual,Month,6986.1978,Mineral Extraction Technologies,1
4/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5708.36712,Quarrying Ventures,1
4/1/2021,Rate (Mt.EFH Km),Actual,Month,5649.12276,Quarrying Ventures,1
4/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8250.99732,Geomining Innovations,1
4/1/2021,Rate (Mt.EFH Km),Actual,Month,9132.07524,Geomining Innovations,1
4/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3785.60952,Core Extraction Systems,1
4/1/2021,Rate (Mt.EFH Km),Actual,Month,3867.32604,Core Extraction Systems,1
4/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3650.02536,Mineral Extraction Technologies,1
4/1/2021,Rate (Mt.EFH Km),Actual,Month,3506.56992,Mineral Extraction Technologies,1
4/1/2021,Coal Mined (Mt),Actual,Year-To-Date,27.5772,Deep Earth Exploration Unit,1000000
4/1/2021,Coal Mined (Mt),Actual,Month,7.7544,Deep Earth Exploration Unit,1000000
4/1/2021,Coal Mined (Mt),Plan,Year-To-Date,28.05036,Deep Earth Exploration Unit,1000000
5/1/2021,Coal Mined (Mt),Actual,Year-To-Date,9.25548,ACME,1000000
5/1/2021,Coal Mined (Mt),Actual,Month,1.89336,ACME,1000000
5/1/2021,Coal Dry Mining (Mt),Plan,Month,0.45,ACME,1000000
5/1/2021,Utility (%),Actual,Year-To-Date,51.864,Deep Earth Exploration Unit,1
5/1/2021,Utility (%),Actual,Month,55.74,Deep Earth Exploration Unit,1
5/1/2021,Utility (%),Plan,Year-To-Date,54.3792,Deep Earth Exploration Unit,1
5/1/2021,Utility (%),Plan,Month,62.13468,Deep Earth Exploration Unit,1
5/1/2021,Coal Mined (Mt),Plan,Year-To-Date,8.67084,ACME,1000000
5/1/2021,Coal Mined (Mt),Plan,Month,1.75164,ACME,1000000
5/1/2021,Yield (%),Actual,Year-To-Date,38.532,Deep Earth Exploration Unit,1
5/1/2021,Yield (%),Actual,Month,40.224,Deep Earth Exploration Unit,1
5/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
5/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
5/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,9.4968,Deep Earth Exploration Unit,1000000
5/1/2021,Coal Dry Mining (Mt),Actual,Month,1.69908,Deep Earth Exploration Unit,1000000
5/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,8.09532,Deep Earth Exploration Unit,1000000
5/1/2021,Coal Dry Mining (Mt),Plan,Month,1.662,Deep Earth Exploration Unit,1000000
5/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,2.95968,ACME,1000000
5/1/2021,Coal Dry Mining (Mt),Actual,Month,0.6684,ACME,1000000
5/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,2.1102,ACME,1000000
5/1/2021,Drills per Hour (TOH),Actual,Month,31636.74168,Pacific Surface Mining Solutions,1
5/1/2021,Drills per Hour (TOH),Actual,Month,28980.47136,Geomining Innovations,1
5/1/2021,Drills per Hour (TOH),Actual,Month,193.28244,Deep Earth Exploration Unit,1
5/1/2021,Drills per Hour (TOH),Actual,Month,155.59848,ACME,1
5/1/2021,Drills per Hour (TOH),Actual,Month,47247.20928,Rock Solid Enterprises,1
5/1/2021,Drills per Hour (TOH),Actual,Month,4952.26464,Core Extraction Systems,1
5/1/2021,Drills per Hour (TOH),Actual,Month,6676.185,Mineral Extraction Technologies,1
5/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5418.92604,Quarrying Ventures,1
5/1/2021,Rate (Mt.EFH Km),Actual,Month,4350.59844,Quarrying Ventures,1
5/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8255.37732,Geomining Innovations,1
5/1/2021,Rate (Mt.EFH Km),Actual,Month,8274.63096,Geomining Innovations,1
5/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3886.38336,Core Extraction Systems,1
5/1/2021,Rate (Mt.EFH Km),Actual,Month,4263.7818,Core Extraction Systems,1
5/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3721.1268,Mineral Extraction Technologies,1
5/1/2021,Rate (Mt.EFH Km),Actual,Month,4002.89844,Mineral Extraction Technologies,1
5/1/2021,Coal Mined (Mt),Actual,Year-To-Date,34.59276,Deep Earth Exploration Unit,1000000
5/1/2021,Coal Mined (Mt),Actual,Month,7.01556,Deep Earth Exploration Unit,1000000
5/1/2021,Coal Mined (Mt),Plan,Year-To-Date,35.97744,Deep Earth Exploration Unit,1000000
6/1/2021,Coal Mined (Mt),Plan,Month,6.52044,Deep Earth Exploration Unit,1000000
6/1/2021,Coal Mined (Mt),Actual,Month,2.15868,ACME,1000000
6/1/2021,Coal Dry Mining (Mt),Plan,Month,0.34836,ACME,1000000
6/1/2021,Utility (%),Actual,Year-To-Date,50.988,Deep Earth Exploration Unit,1
6/1/2021,Utility (%),Actual,Month,46.596,Deep Earth Exploration Unit,1
6/1/2021,Utility (%),Plan,Year-To-Date,55.54524,Deep Earth Exploration Unit,1
6/1/2021,Utility (%),Plan,Month,61.37556,Deep Earth Exploration Unit,1
6/1/2021,Coal Mined (Mt),Plan,Year-To-Date,10.11096,ACME,1000000
6/1/2021,Coal Mined (Mt),Plan,Month,1.44012,ACME,1000000
6/1/2021,Yield (%),Actual,Year-To-Date,38.436,Deep Earth Exploration Unit,1
6/1/2021,Yield (%),Actual,Month,37.872,Deep Earth Exploration Unit,1
6/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
6/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
6/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,9.94704,Deep Earth Exploration Unit,1000000
6/1/2021,Coal Dry Mining (Mt),Actual,Month,0.45024,Deep Earth Exploration Unit,1000000
6/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,8.97096,Deep Earth Exploration Unit,1000000
6/1/2021,Coal Dry Mining (Mt),Plan,Month,0.87564,Deep Earth Exploration Unit,1000000
6/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,3.58512,ACME,1000000
6/1/2021,Coal Dry Mining (Mt),Actual,Month,0.62544,ACME,1000000
6/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,2.45856,ACME,1000000
6/1/2021,Drills per Hour (TOH),Actual,Month,30964.71264,Pacific Surface Mining Solutions,1
6/1/2021,Drills per Hour (TOH),Actual,Month,25747.83552,Geomining Innovations,1
6/1/2021,Drills per Hour (TOH),Actual,Month,158.26788,Deep Earth Exploration Unit,1
6/1/2021,Drills per Hour (TOH),Actual,Month,135.88224,ACME,1
6/1/2021,Drills per Hour (TOH),Actual,Month,48376.05204,Rock Solid Enterprises,1
6/1/2021,Drills per Hour (TOH),Actual,Month,7131.56712,Core Extraction Systems,1
6/1/2021,Drills per Hour (TOH),Actual,Month,6773.409,Mineral Extraction Technologies,1
6/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5360.78304,Quarrying Ventures,1
6/1/2021,Rate (Mt.EFH Km),Actual,Month,5078.943,Quarrying Ventures,1
6/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8086.50168,Geomining Innovations,1
6/1/2021,Rate (Mt.EFH Km),Actual,Month,7141.52772,Geomining Innovations,1
6/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3848.72892,Core Extraction Systems,1
6/1/2021,Rate (Mt.EFH Km),Actual,Month,3664.1028,Core Extraction Systems,1
6/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3890.56692,Mineral Extraction Technologies,1
6/1/2021,Rate (Mt.EFH Km),Actual,Month,4760.34948,Mineral Extraction Technologies,1
6/1/2021,Coal Mined (Mt),Actual,Year-To-Date,37.32408,Deep Earth Exploration Unit,1000000
6/1/2021,Coal Mined (Mt),Actual,Month,2.7312,Deep Earth Exploration Unit,1000000
7/1/2021,Coal Mined (Mt),Plan,Month,7.74852,Deep Earth Exploration Unit,1000000
7/1/2021,Coal Mined (Mt),Actual,Year-To-Date,13.1274,ACME,1000000
7/1/2021,Coal Dry Mining (Mt),Plan,Month,0.45,ACME,1000000
7/1/2021,Utility (%),Actual,Year-To-Date,48.024,Deep Earth Exploration Unit,1
7/1/2021,Utility (%),Actual,Month,30.9,Deep Earth Exploration Unit,1
7/1/2021,Utility (%),Plan,Year-To-Date,56.16468,Deep Earth Exploration Unit,1
7/1/2021,Utility (%),Plan,Month,59.88096,Deep Earth Exploration Unit,1
7/1/2021,Coal Mined (Mt),Actual,Month,1.71312,ACME,1000000
7/1/2021,Coal Mined (Mt),Plan,Year-To-Date,11.97108,ACME,1000000
7/1/2021,Coal Mined (Mt),Plan,Month,1.86012,ACME,1000000
7/1/2021,Yield (%),Actual,Year-To-Date,38.208,Deep Earth Exploration Unit,1
7/1/2021,Yield (%),Actual,Month,31.656,Deep Earth Exploration Unit,1
7/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
7/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
7/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,9.94704,Deep Earth Exploration Unit,1000000
7/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,10.63284,Deep Earth Exploration Unit,1000000
7/1/2021,Coal Dry Mining (Mt),Plan,Month,1.662,Deep Earth Exploration Unit,1000000
7/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,4.18992,ACME,1000000
7/1/2021,Coal Dry Mining (Mt),Actual,Month,0.6048,ACME,1000000
7/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,2.90844,ACME,1000000
7/1/2021,Drills per Hour (TOH),Actual,Month,31368.88008,Pacific Surface Mining Solutions,1
7/1/2021,Drills per Hour (TOH),Actual,Month,26642.12004,Geomining Innovations,1
7/1/2021,Drills per Hour (TOH),Actual,Month,109.80384,Deep Earth Exploration Unit,1
7/1/2021,Drills per Hour (TOH),Actual,Month,114.2322,ACME,1
7/1/2021,Drills per Hour (TOH),Actual,Month,49461.27624,Rock Solid Enterprises,1
7/1/2021,Drills per Hour (TOH),Actual,Month,4798.13412,Core Extraction Systems,1
7/1/2021,Drills per Hour (TOH),Actual,Month,6270.54636,Mineral Extraction Technologies,1
7/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5274.09108,Quarrying Ventures,1
7/1/2021,Rate (Mt.EFH Km),Actual,Month,4783.52292,Quarrying Ventures,1
7/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8210.31672,Geomining Innovations,1
7/1/2021,Rate (Mt.EFH Km),Actual,Month,9000.61824,Geomining Innovations,1
7/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3880.88844,Core Extraction Systems,1
7/1/2021,Rate (Mt.EFH Km),Actual,Month,4065.04992,Core Extraction Systems,1
7/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,4021.88184,Mineral Extraction Technologies,1
7/1/2021,Rate (Mt.EFH Km),Actual,Month,4786.79232,Mineral Extraction Technologies,1
7/1/2021,Coal Mined (Mt),Actual,Year-To-Date,37.32408,Deep Earth Exploration Unit,1000000
8/1/2021,Coal Mined (Mt),Plan,Month,7.59516,Deep Earth Exploration Unit,1000000
8/1/2021,Coal Mined (Mt),Actual,Year-To-Date,15.16608,ACME,1000000
8/1/2021,Coal Dry Mining (Mt),Plan,Month,0.45,ACME,1000000
8/1/2021,Utility (%),Actual,Year-To-Date,44.976,Deep Earth Exploration Unit,1
8/1/2021,Utility (%),Actual,Month,24.336,Deep Earth Exploration Unit,1
8/1/2021,Utility (%),Plan,Year-To-Date,56.48256,Deep Earth Exploration Unit,1
8/1/2021,Utility (%),Plan,Month,58.7076,Deep Earth Exploration Unit,1
8/1/2021,Coal Mined (Mt),Actual,Month,2.03868,ACME,1000000
8/1/2021,Coal Mined (Mt),Plan,Year-To-Date,13.6866,ACME,1000000
8/1/2021,Coal Mined (Mt),Plan,Month,1.71552,ACME,1000000
8/1/2021,Yield (%),Actual,Year-To-Date,38.232,Deep Earth Exploration Unit,1
8/1/2021,Yield (%),Actual,Month,38.484,Deep Earth Exploration Unit,1
8/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
8/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
8/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,9.94704,Deep Earth Exploration Unit,1000000
8/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,12.14448,Deep Earth Exploration Unit,1000000
8/1/2021,Coal Dry Mining (Mt),Plan,Month,1.51164,Deep Earth Exploration Unit,1000000
8/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,4.9746,ACME,1000000
8/1/2021,Coal Dry Mining (Mt),Actual,Month,0.78468,ACME,1000000
8/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,3.35844,ACME,1000000
8/1/2021,Drills per Hour (TOH),Actual,Month,31810.03476,Pacific Surface Mining Solutions,1
8/1/2021,Drills per Hour (TOH),Actual,Month,25440.24672,Geomining Innovations,1
8/1/2021,Drills per Hour (TOH),Actual,Month,99.09564,Deep Earth Exploration Unit,1
8/1/2021,Drills per Hour (TOH),Actual,Month,132.42384,ACME,1
8/1/2021,Drills per Hour (TOH),Actual,Month,49885.8498,Rock Solid Enterprises,1
8/1/2021,Drills per Hour (TOH),Actual,Month,4686.47016,Core Extraction Systems,1
8/1/2021,Drills per Hour (TOH),Actual,Month,6474.81576,Mineral Extraction Technologies,1
8/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5363.55132,Quarrying Ventures,1
8/1/2021,Rate (Mt.EFH Km),Actual,Month,5959.24452,Quarrying Ventures,1
8/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8233.61112,Geomining Innovations,1
8/1/2021,Rate (Mt.EFH Km),Actual,Month,8405.5914,Geomining Innovations,1
8/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3860.15772,Core Extraction Systems,1
8/1/2021,Rate (Mt.EFH Km),Actual,Month,3707.59464,Core Extraction Systems,1
8/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,4110.2562,Mineral Extraction Technologies,1
8/1/2021,Rate (Mt.EFH Km),Actual,Month,4708.03476,Mineral Extraction Technologies,1
8/1/2021,Coal Mined (Mt),Actual,Year-To-Date,37.4394,Deep Earth Exploration Unit,1000000
8/1/2021,Coal Mined (Mt),Actual,Month,0.11532,Deep Earth Exploration Unit,1000000
9/1/2021,Coal Mined (Mt),Actual,Year-To-Date,17.29332,ACME,1000000
9/1/2021,Coal Mined (Mt),Actual,Month,2.12724,ACME,1000000
9/1/2021,Coal Dry Mining (Mt),Plan,Month,0.43548,ACME,1000000
9/1/2021,Utility (%),Actual,Year-To-Date,43.056,Deep Earth Exploration Unit,1
9/1/2021,Utility (%),Actual,Month,27.588,Deep Earth Exploration Unit,1
9/1/2021,Utility (%),Plan,Year-To-Date,57.51336,Deep Earth Exploration Unit,1
9/1/2021,Utility (%),Plan,Month,65.76012,Deep Earth Exploration Unit,1
9/1/2021,Coal Mined (Mt),Plan,Year-To-Date,15.45168,ACME,1000000
9/1/2021,Coal Mined (Mt),Plan,Month,1.7652,ACME,1000000
9/1/2021,Yield (%),Actual,Year-To-Date,38.76,Deep Earth Exploration Unit,1
9/1/2021,Yield (%),Actual,Month,46.26,Deep Earth Exploration Unit,1
9/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
9/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
9/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,11.42028,Deep Earth Exploration Unit,1000000
9/1/2021,Coal Dry Mining (Mt),Actual,Month,1.47324,Deep Earth Exploration Unit,1000000
9/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,13.75284,Deep Earth Exploration Unit,1000000
9/1/2021,Coal Dry Mining (Mt),Plan,Month,1.60836,Deep Earth Exploration Unit,1000000
9/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,5.65104,ACME,1000000
9/1/2021,Coal Dry Mining (Mt),Actual,Month,0.67632,ACME,1000000
9/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,3.79392,ACME,1000000
9/1/2021,Drills per Hour (TOH),Actual,Month,31578.876,Pacific Surface Mining Solutions,1
9/1/2021,Drills per Hour (TOH),Actual,Month,30507.06684,Geomining Innovations,1
9/1/2021,Drills per Hour (TOH),Actual,Month,128.47056,Deep Earth Exploration Unit,1
9/1/2021,Drills per Hour (TOH),Actual,Month,161.83644,ACME,1
9/1/2021,Drills per Hour (TOH),Actual,Month,50308.79868,Rock Solid Enterprises,1
9/1/2021,Drills per Hour (TOH),Actual,Month,4855.5024,Core Extraction Systems,1
9/1/2021,Drills per Hour (TOH),Actual,Month,6767.592,Mineral Extraction Technologies,1
9/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5397.11976,Quarrying Ventures,1
9/1/2021,Rate (Mt.EFH Km),Actual,Month,5658.76452,Quarrying Ventures,1
9/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8478.20424,Geomining Innovations,1
9/1/2021,Rate (Mt.EFH Km),Actual,Month,10596.30048,Geomining Innovations,1
9/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3809.39364,Core Extraction Systems,1
9/1/2021,Rate (Mt.EFH Km),Actual,Month,3399.84024,Core Extraction Systems,1
9/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,4199.92044,Mineral Extraction Technologies,1
9/1/2021,Rate (Mt.EFH Km),Actual,Month,4912.4196,Mineral Extraction Technologies,1
9/1/2021,Coal Mined (Mt),Actual,Year-To-Date,43.20096,Deep Earth Exploration Unit,1000000
9/1/2021,Coal Mined (Mt),Actual,Month,5.76168,Deep Earth Exploration Unit,1000000
9/1/2021,Coal Mined (Mt),Plan,Year-To-Date,65.51292,Deep Earth Exploration Unit,1000000
10/1/2021,Coal Mined (Mt),Actual,Year-To-Date,19.179,ACME,1000000
10/1/2021,Coal Mined (Mt),Actual,Month,1.8858,ACME,1000000
10/1/2021,Coal Dry Mining (Mt),Plan,Month,0.33384,ACME,1000000
10/1/2021,Utility (%),Actual,Year-To-Date,42.384,Deep Earth Exploration Unit,1
10/1/2021,Utility (%),Actual,Month,36.492,Deep Earth Exploration Unit,1
10/1/2021,Utility (%),Plan,Year-To-Date,58.44804,Deep Earth Exploration Unit,1
10/1/2021,Utility (%),Plan,Month,66.85956,Deep Earth Exploration Unit,1
10/1/2021,Coal Mined (Mt),Plan,Year-To-Date,16.67088,ACME,1000000
10/1/2021,Coal Mined (Mt),Plan,Month,1.2192,ACME,1000000
10/1/2021,Yield (%),Actual,Year-To-Date,38.736,Deep Earth Exploration Unit,1
10/1/2021,Yield (%),Actual,Month,38.568,Deep Earth Exploration Unit,1
10/1/2021,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
10/1/2021,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
10/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,13.4538,Deep Earth Exploration Unit,1000000
10/1/2021,Coal Dry Mining (Mt),Actual,Month,2.03364,Deep Earth Exploration Unit,1000000
10/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,15.41472,Deep Earth Exploration Unit,1000000
10/1/2021,Coal Dry Mining (Mt),Plan,Month,1.662,Deep Earth Exploration Unit,1000000
10/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,6.24672,ACME,1000000
10/1/2021,Coal Dry Mining (Mt),Actual,Month,0.59568,ACME,1000000
10/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,4.12776,ACME,1000000
10/1/2021,Drills per Hour (TOH),Actual,Month,31663.25376,Pacific Surface Mining Solutions,1
10/1/2021,Drills per Hour (TOH),Actual,Month,35001.89496,Geomining Innovations,1
10/1/2021,Drills per Hour (TOH),Actual,Month,170.59596,Deep Earth Exploration Unit,1
10/1/2021,Drills per Hour (TOH),Actual,Month,145.9128,ACME,1
10/1/2021,Drills per Hour (TOH),Actual,Month,50316.85092,Rock Solid Enterprises,1
10/1/2021,Drills per Hour (TOH),Actual,Month,4515.54492,Core Extraction Systems,1
10/1/2021,Drills per Hour (TOH),Actual,Month,6785.90532,Mineral Extraction Technologies,1
10/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5343.108,Quarrying Ventures,1
10/1/2021,Rate (Mt.EFH Km),Actual,Month,4888.3416,Quarrying Ventures,1
10/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8479.7814,Geomining Innovations,1
10/1/2021,Rate (Mt.EFH Km),Actual,Month,8494.21932,Geomining Innovations,1
10/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3758.05236,Core Extraction Systems,1
10/1/2021,Rate (Mt.EFH Km),Actual,Month,3310.99248,Core Extraction Systems,1
10/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,4267.07064,Mineral Extraction Technologies,1
10/1/2021,Rate (Mt.EFH Km),Actual,Month,4798.14516,Mineral Extraction Technologies,1
10/1/2021,Coal Mined (Mt),Actual,Year-To-Date,49.2318,Deep Earth Exploration Unit,1000000
10/1/2021,Coal Mined (Mt),Actual,Month,6.03072,Deep Earth Exploration Unit,1000000
10/1/2021,Coal Mined (Mt),Plan,Year-To-Date,73.44,Deep Earth Exploration Unit,1000000
11/1/2021,Coal Mined (Mt),Actual,Year-To-Date,20.77968,ACME,1000000
11/1/2021,Coal Mined (Mt),Actual,Month,1.60068,ACME,1000000
11/1/2021,Coal Dry Mining (Mt),Plan,Month,0.43548,ACME,1000000
11/1/2021,Utility (%),Actual,Year-To-Date,41.748,Deep Earth Exploration Unit,1
11/1/2021,Utility (%),Actual,Month,35.376,Deep Earth Exploration Unit,1
11/1/2021,Utility (%),Plan,Year-To-Date,59.23956,Deep Earth Exploration Unit,1
11/1/2021,Utility (%),Plan,Month,67.15548,Deep Earth Exploration Unit,1
11/1/2021,Coal Mined (Mt),Plan,Year-To-Date,18.19104,ACME,1000000
11/1/2021,Coal Mined (Mt),Plan,Month,1.52016,ACME,1000000
11/1/2021,Yield (%),Actual,Year-To-Date,39.132,Deep Earth Exploration Unit,1
11/1/2021,Yield (%),Actual,Month,42.024,Deep Earth Exploration Unit,1
11/1/2021,Yield (%),Plan,Year-To-Date,45.27276,Deep Earth Exploration Unit,1
11/1/2021,Yield (%),Plan,Month,42,Deep Earth Exploration Unit,1
11/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,14.86068,Deep Earth Exploration Unit,1000000
11/1/2021,Coal Dry Mining (Mt),Actual,Month,1.40688,Deep Earth Exploration Unit,1000000
11/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,17.02308,Deep Earth Exploration Unit,1000000
11/1/2021,Coal Dry Mining (Mt),Plan,Month,1.60836,Deep Earth Exploration Unit,1000000
11/1/2021,Coal Dry Mining (Mt),Actual,Year-To-Date,6.83892,ACME,1000000
11/1/2021,Coal Dry Mining (Mt),Actual,Month,0.59232,ACME,1000000
11/1/2021,Coal Dry Mining (Mt),Plan,Year-To-Date,4.56324,ACME,1000000
11/1/2021,Drills per Hour (TOH),Actual,Month,31568.45772,Pacific Surface Mining Solutions,1
11/1/2021,Drills per Hour (TOH),Actual,Month,33167.0088,Geomining Innovations,1
11/1/2021,Drills per Hour (TOH),Actual,Month,180.95004,Deep Earth Exploration Unit,1
11/1/2021,Drills per Hour (TOH),Actual,Month,122.13144,ACME,1
11/1/2021,Drills per Hour (TOH),Actual,Month,50236.57104,Rock Solid Enterprises,1
11/1/2021,Drills per Hour (TOH),Actual,Month,4100.2026,Core Extraction Systems,1
11/1/2021,Drills per Hour (TOH),Actual,Month,7156.64592,Mineral Extraction Technologies,1
11/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,5314.72752,Quarrying Ventures,1
11/1/2021,Rate (Mt.EFH Km),Actual,Month,5038.47864,Quarrying Ventures,1
11/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,8663.2926,Geomining Innovations,1
11/1/2021,Rate (Mt.EFH Km),Actual,Month,10525.59324,Geomining Innovations,1
11/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,3741.97728,Core Extraction Systems,1
11/1/2021,Rate (Mt.EFH Km),Actual,Month,3570.26556,Core Extraction Systems,1
11/1/2021,Rate (Mt.EFH Km),Actual,Year-To-Date,4249.7058,Mineral Extraction Technologies,1
11/1/2021,Rate (Mt.EFH Km),Actual,Month,4089.849,Mineral Extraction Technologies,1
11/1/2021,Coal Mined (Mt),Actual,Year-To-Date,54.27012,Deep Earth Exploration Unit,1000000
11/1/2021,Coal Mined (Mt),Actual,Month,5.03832,Deep Earth Exploration Unit,1000000
11/1/2021,Coal Mined (Mt),Plan,Year-To-Date,81.11136,Deep Earth Exploration Unit,1000000
